Matricule;Établissement;Nom;Prénom;Sexe;Date de naissance;Nationalité;Titre de séjour;Date d'entrée;Date de sortie;Type de contrat;Statut;Service;Emploi;Temps de travail;Salaire mensuel brut;Coefficient;Absence longue en cours;Mandat;Bénéficiaire obligation emploi;Observations
M050681;Agence Ouest;AUBERT;René;H;11/03/1980;Française;;19/11/2013;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4004,77;F;;;Oui;
M050682;Centre de services clients;AUBRY;Richard;H;14/08/1997;Française;;02/06/2018;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3621,96;F;;;;
M050683;Siège;AUCLAIR;Robert;H;17/01/1969;Portugaise;;13/01/1991;;CDI;Employé;Crédit;Chargé(e) d’accueil;90 %;3636,95;A;;;;
M050684;Agence Nord;AUDOUIN;Rodolphe;H;20/06/1986;Espagnole;;24/08/2009;;CDI;Employé;Conformité;Conseiller(ère) clientèle particuliers;Temps plein;3190,89;B;;;;
M050685;Agence Sud;AUGE;Romain;H;23/11/2003;Italienne;;07/03/2024;;CDI;Employé;Ressources humaines;Conseiller(ère) clientèle professionnels;Temps plein;2346,34;C;;;;
M050686;Agence Est;AUGER;Emma;F;26/04/1975;Marocaine;Carte de résident;18/10/2000;;CDI;Employé;Systèmes d’information;Gestionnaire back-office;Temps plein;2917,54;D;;;;
M050687;Agence Ouest;AULAGNIER;Estelle;F;01/09/1992;Algérienne;Carte de séjour pluriannuelle;01/05/2018;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;4916,27;H;;;;
M050688;Centre de services clients;AUMONT;Fabienne;F;04/02/1964;Tunisienne;Carte de séjour pluriannuelle;12/12/1991;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;4463,04;G;;;;
M050689;Siège;AURIOL;Fanny;F;07/07/1981;Roumaine;;23/07/2009;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;3610,04;E;;;;
M050690;Agence Nord;AUTHIER;Flora;F;10/12/1998;Allemande;;06/02/2024;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2187,89;B;;;;
M050691;Agence Sud;AVELINE;Florence;F;13/05/1970;Belge;;17/09/2000;;CDI;Employé;Réseau;Chargé(e) de clientèle à distance;Temps plein;3132,54;A;;;;
M050692;Agence Est;AVRIL;Françoise;F;16/10/1987;Sénégalaise;Carte de résident;28/04/2018;;CDI;Employé;Back-office;Chargé(e) d’accueil;Temps plein;2705,55;B;;;;
M050693;Agence Ouest;AYME;Gabrielle;F;19/03/2004;Ivoirienne;Carte de séjour pluriannuelle;11/11/2024;;CDI;Employé;Crédit;Conseiller(ère) clientèle particuliers;Temps plein;2591,89;C;;;;
M050694;Centre de services clients;AZAM;Thibaut;H;22/08/1976;Comorienne;Carte de séjour pluriannuelle;22/06/2009;;CDI;Employé;Conformité;Conseiller(ère) clientèle professionnels;Temps plein;3140,89;D;;;;
M050695;Siège;BABIN;Thierry;H;25/01/1993;Malienne;Carte de résident;05/01/2014;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5674,28;H;;;;
M050696;Agence Nord;BACH;Thomas;H;28/06/1965;Turque;Carte de séjour pluriannuelle;16/08/1987;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;5139,31;G;;;;
M050697;Agence Sud;BACHELIER;Timothée;H;03/11/1982;Polonaise;;27/03/2005;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;3760,27;E;;;;
M050698;Agence Est;BADIN;Tristan;H;06/04/1999;Camerounaise;Carte de résident;10/10/2023;;CDI;Employé;Contrôle interne;Assistant(e) commercial(e);Temps plein;2452,51;D;;;;
M050699;Agence Ouest;BAILLARD;Valentin;H;09/09/1971;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/1996;;CDI;Employé;Marketing;Opérateur(rice) de saisie;Temps plein;3229,10;A;;;;
M050700;Centre de services clients;BAILLY;Isabelle;F;12/02/1988;Haïtienne;Carte de séjour pluriannuelle;04/12/2014;10/04/2015;CDD accroissement;Employé;Finance;Chargé(e) de clientèle à distance;70 %;2673,99;B;;;;
M050701;Siège;BALAND;Jeanne;F;15/07/1960;Française;;15/07/1987;;CDI;Employé;Réseau;Chargé(e) d’accueil;Temps plein;3421,97;C;;;;
M050702;Agence Nord;BALLU;Joëlle;F;18/12/1977;Française;;26/02/2005;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5739,53;K;;;;
M050703;Agence Sud;BANCEL;Josiane;F;21/05/1994;Française;;09/09/2023;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;4871,10;H;;;;
M050704;Agence Est;BANDET;Judith;F;24/10/1966;Française;;20/04/1996;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;4491,86;G;;;;
M050705;Agence Ouest;BARADAT;Julie;F;27/03/1983;Française;;03/11/2014;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;3650,49;E;;;;
M050706;Centre de services clients;BARANGER;Justine;F;02/08/2000;Française;;14/06/2024;;CDI;Employé;Systèmes d’information;Chargé(e) de recouvrement amiable;Temps plein;2670,89;D;;;;
M050707;Siège;BARAT;Karine;F;05/01/1972;Française;;25/01/2005;;CDI;Employé;Juridique;Assistant(e) commercial(e);Temps plein;3209,99;A;;;;
M050708;Agence Nord;BARBAROUX;Albert;H;08/06/1989;Française;;08/08/2010;;CDI;Employé;Contrôle interne;Opérateur(rice) de saisie;Temps plein;2755,72;B;;;;
M050709;Agence Sud;BARBE;Alexandre;H;11/11/1961;Française;;19/03/1986;;CDI;Employé;Marketing;Chargé(e) de clientèle à distance;Temps plein;3450,80;C;;;;
M050710;Agence Est;BARDET;Alexis;H;14/04/1978;Française;;02/10/2001;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;6044,25;K;;;;
M050711;Agence Ouest;BARILLET;Alphonse;H;17/09/1995;Française;;13/05/2019;;CDI;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;3631,03;F;;;;
M050712;Centre de services clients;BARJOU;Amaury;H;20/02/1967;Française;;24/12/1992;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;4378,58;F;;;;
M050713;Siège;BARON;André;H;23/07/1984;Française;;07/07/2010;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;3793,92;E;;;;
M050714;Agence Nord;BARRAL;Maëlys;F;26/12/2001;Française;;18/02/2024;;CDI;Employé;Conformité;Gestionnaire des moyens de paiement;Temps plein;2534,89;D;;;;
M050715;Agence Sud;BARRAUD;Manon;F;01/05/1973;Française;;01/09/2001;;CDI;Employé;Ressources humaines;Chargé(e) de recouvrement amiable;Temps plein;3178,43;A;;;;
M050716;Agence Est;BARRE;Margot;F;04/10/1990;Française;;12/04/2019;;CDI;Employé;Systèmes d’information;Assistant(e) commercial(e);Temps plein;2751,44;B;;;;
M050717;Agence Ouest;BARTHE;Marianne;F;07/03/1962;Française;;23/11/1992;;CDI;Employé;Juridique;Opérateur(rice) de saisie;50 %;3499,42;C;;;;
M050718;Centre de services clients;BASSET;Marion;F;10/08/1979;Française;;06/06/2010;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;5694,35;K;;;;
M050719;Siège;BASTIEN;Marlène;F;13/01/1996;Française;;17/01/2024;;CDI;Agent de maîtrise;Marketing;Responsable d’unité;Temps plein;3173,46;F;;;;
M050720;Agence Nord;BATAILLE;Marthe;F;16/06/1968;Française;;28/08/2001;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;3771,12;F;;;;
M050721;Agence Sud;BATTAIS;Maryse;F;19/11/1985;Française;;11/03/2006;;CDI;Employé;Réseau;Conseiller(ère) clientèle professionnels;Temps plein;2825,88;C;;;;
M050722;Agence Est;BAUD;Benoît;H;22/04/2002;Française;;22/10/2024;;CDI;Employé;Back-office;Gestionnaire back-office;Temps plein;2497,34;D;;;;
M050723;Agence Ouest;BAUDET;Bernard;H;25/09/1974;Française;;05/05/1997;;CDI;Employé;Crédit;Gestionnaire des moyens de paiement;Temps plein;3273,93;A;;;;
M050724;Centre de services clients;BAUER;Bertrand;H;28/02/1991;Française;;16/12/2015;;CDI;Employé;Conformité;Chargé(e) de recouvrement amiable;Temps plein;2827,87;B;;;;
M050725;Siège;BAUME;Boris;H;03/07/1963;Portugaise;;27/07/1988;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;6894,22;J;;;;
M050726;Agence Nord;BAYARD;Bruno;H;06/12/1980;Espagnole;;10/02/2006;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;5988,80;K;;;;
M050727;Agence Sud;BAZILLE;Cédric;H;09/05/1997;Italienne;;21/09/2024;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;Temps plein;3652,58;F;;;;
M050728;Agence Est;BEAU;Charles;H;12/10/1969;Marocaine;Carte de résident;04/04/1997;;CDI;Technicien;Contrôle interne;Chargé(e) d’études;Temps plein;4412,23;F;;;;
M050729;Agence Ouest;BEAUCHAMP;Nadège;F;15/03/1986;Algérienne;Carte de séjour pluriannuelle;15/11/2015;;CDI;Employé;Marketing;Conseiller(ère) clientèle particuliers;Temps plein;2934,88;C;;;;
M050730;Centre de services clients;BEAUFILS;Nathalie;F;18/08/2003;Tunisienne;Carte de séjour pluriannuelle;26/06/2024;;CDI;Employé;Finance;Conseiller(ère) clientèle professionnels;Temps plein;2262,89;D;;;;
M050731;Siège;BEAUGRAND;Nicole;F;21/01/1975;Roumaine;;09/01/2006;;CDI;Employé;Réseau;Gestionnaire back-office;Temps plein;2775,88;A;;;;
M050732;Agence Nord;BECHU;Noémie;F;24/06/1992;Allemande;;20/08/2024;;CDI;Employé;Back-office;Gestionnaire des moyens de paiement;Temps plein;2348,89;B;;;;
M050733;Agence Sud;BEGUIN;Océane;F;27/11/1964;Belge;;03/03/1997;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;6037,61;J;;;;
M050734;Agence Est;BEL;Odile;F;02/04/1981;Sénégalaise;Carte de résident;14/10/2002;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;5827,43;K;;;;
M050735;Agence Ouest;BELAIR;Olivia;F;05/09/1998;Ivoirienne;Carte de séjour pluriannuelle;25/05/2020;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;3524,80;F;;;;
M050736;Centre de services clients;BELIN;Pascale;F;08/02/1970;Comorienne;Carte de séjour pluriannuelle;08/12/1993;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;Temps plein;4247,20;F;;;;
M050737;Siège;BELLET;David;H;11/07/1987;Malienne;Carte de résident;19/07/2011;27/07/2012;CDD accroissement;Employé;Juridique;Chargé(e) d’accueil;Temps plein;3015,55;C;;;;
M050738;Agence Nord;BENARD;Denis;H;14/12/2004;Turque;Carte de séjour pluriannuelle;02/02/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle particuliers;Temps plein;2705,34;D;;;;
M050739;Agence Sud;BENOIST;Didier;H;17/05/1976;Polonaise;;13/09/2002;;CDI;Employé;Marketing;Conseiller(ère) clientèle professionnels;Temps plein;3346,08;A;;;;
M050740;Agence Est;BERARD;Dimitri;H;20/10/1993;Camerounaise;Carte de résident;24/04/2020;;CDI;Employé;Finance;Gestionnaire back-office;Temps plein;2900,02;B;;;;
M050741;Agence Ouest;BERGE;Dominique;H;23/03/1965;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/1993;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;6358,77;J;;;;
M050742;Centre de services clients;BERLAND;Édouard;H;26/08/1982;Haïtienne;Carte de séjour pluriannuelle;18/06/2011;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;3822,35;G;;;Oui;
M050743;Siège;BERNIER;Raphaëlle;F;01/01/1999;Française;;01/01/2024;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;Temps plein;3029,39;E;;;;
M050744;Agence Nord;BERTHE;Régine;F;04/06/1971;Française;;12/08/2002;;CDI;Ouvrier;Conformité;Agent de sécurité;Temps plein;2619,20;B;;;;
M050745;Agence Sud;BERTIN;Rose;F;07/11/1988;Française;;23/03/2020;;CDI;Employé;Ressources humaines;Chargé(e) de clientèle à distance;Temps plein;2532,33;C;;;;
M050746;Agence Est;BESANCON;Roxane;F;10/04/1960;Française;;06/10/1993;;CDI;Employé;Systèmes d’information;Chargé(e) d’accueil;Temps plein;3280,31;D;;;;
M050747;Agence Ouest;BESSE;Sabine;F;13/09/1977;Française;;17/05/1998;;CDI;Employé;Juridique;Conseiller(ère) clientèle particuliers;Temps plein;3192,76;A;;;;
M050748;Centre de services clients;BETTON;Salomé;F;16/02/1994;Française;;28/12/2016;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;5240,54;I;;;;
M050749;Siège;BEZIAT;Sandra;F;19/07/1966;Française;;11/07/1989;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;6650,69;J;;;;
M050750;Agence Nord;BIDAUD;Sarah;F;22/12/1983;Française;;22/02/2007;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;4155,67;G;;;;
M050751;Agence Sud;BIGOT;Félix;H;25/05/2000;Française;;05/09/2024;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;80 %;3499,74;E;;;;
M050752;Agence Est;BILLARD;Florent;H;28/10/1972;Française;;16/04/1998;;CDI;Employé;Back-office;Assistant(e) commercial(e);Temps plein;3053,76;B;;;;
M050753;Agence Ouest;BILLET;Florian;H;03/03/1989;Française;;27/11/2016;;CDI;Employé;Crédit;Opérateur(rice) de saisie;Temps plein;2607,70;C;;;;
M050754;Centre de services clients;BINET;François;H;06/08/1961;Française;;10/06/1989;;CDI;Employé;Conformité;Chargé(e) de clientèle à distance;Temps plein;3384,29;D;;;;
M050755;Siège;BIZET;Frédéric;H;09/01/1978;Française;;21/01/2007;;CDI;Employé;Ressources humaines;Chargé(e) d’accueil;Temps plein;2938,23;A;;;;
M050756;Agence Nord;BLAIN;Gabriel;H;12/06/1995;Française;;04/08/2024;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;4890,38;I;;;;
M050757;Agence Sud;BLANC;Sylvie;F;15/11/1967;Française;;15/03/1998;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;6058,97;J;;;;
M050758;Agence Est;BLANCHE;Thérèse;F;18/04/1984;Française;;26/10/2016;;CDI;Agent de maîtrise;Contrôle interne;Adjoint(e) au directeur d’agence;Temps plein;3697,15;G;;;;
M050759;Agence Ouest;BLIN;Tiphaine;F;21/09/2001;Française;;09/05/2024;;CDI;Technicien;Marketing;Technicien(ne) des métiers de la banque;Temps plein;3237,39;E;;;;
M050760;Centre de services clients;BLOCH;Valérie;F;24/02/1973;Française;;20/12/1994;;CDI;Employé;Finance;Chargé(e) de recouvrement amiable;Temps plein;3376,20;B;;;;
M050761;Siège;BOCQUET;Vanessa;F;27/07/1990;Française;;03/07/2012;;CDI;Employé;Réseau;Assistant(e) commercial(e);Temps plein;2949,22;C;;;;
M050762;Agence Nord;BODARD;Véronique;F;02/12/1962;Française;;14/02/1986;;CDI;Employé;Back-office;Opérateur(rice) de saisie;Temps plein;3671,08;D;;;;
M050763;Agence Sud;BOFFY;Victoire;F;05/05/1979;Française;;25/09/2003;;CDI;Employé;Crédit;Chargé(e) de clientèle à distance;Temps plein;3270,21;A;;;;
M050764;Agence Est;BOHAIN;Violaine;F;08/10/1996;Française;;08/04/2021;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;4715,37;I;;;;
M050765;Agence Ouest;BOILEAU;Guy;H;11/03/1968;Française;;19/11/1994;;CDI;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;4485,28;F;;;;
M050766;Centre de services clients;BOISSEAU;Henri;H;14/08/1985;Française;;02/06/2012;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;Temps plein;3603,18;F;;;;
M050767;Siège;BOIVIN;Hervé;H;17/01/2002;Portugaise;;13/01/2024;;CDI;Ouvrier;Juridique;Agent de maintenance;Temps plein;2226,18;A;;;;
M050768;Agence Nord;BOLLE;Hubert;H;20/06/1974;Espagnole;;24/08/2003;;CDI;Employé;Contrôle interne;Gestionnaire des moyens de paiement;90 %;3125,91;B;;;;
M050769;Agence Sud;BOMBARD;Hugo;H;23/11/1991;Italienne;;07/03/2021;;CDI;Employé;Marketing;Chargé(e) de recouvrement amiable;Temps plein;2679,85;C;;;;
M050770;Agence Est;BONHOMME;Jacques;H;26/04/1963;Marocaine;Carte de résident;18/10/1994;;CDI;Employé;Finance;Assistant(e) commercial(e);Temps plein;3456,44;D;;;;
M050771;Agence Ouest;BONIN;Amandine;F;01/09/1980;Algérienne;Carte de séjour pluriannuelle;01/05/2012;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;5472,08;H;;;;
M050772;Centre de services clients;BONNARD;Andréa;F;04/02/1997;Tunisienne;Carte de séjour pluriannuelle;12/12/2024;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;4907,46;I;;;;
M050773;Siège;BONNEL;Anne-Sophie;F;07/07/1969;Roumaine;;23/07/1990;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;Temps plein;4793,87;F;;;;
M050774;Agence Nord;BONNET;Annick;F;10/12/1986;Allemande;;06/02/2008;16/10/2009;CDD accroissement;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3938,55;F;;;;
M050775;Agence Sud;BONVIN;Apolline;F;13/05/2003;Belge;;17/09/2024;;CDI;Employé;Ressources humaines;Conseiller(ère) clientèle professionnels;Temps plein;2277,89;A;;;;
M050776;Agence Est;BORDIER;Ariane;F;16/10/1975;Sénégalaise;Carte de résident;28/04/1999;;CDI;Employé;Systèmes d’information;Gestionnaire back-office;Temps plein;2973,65;B;;;;
M050777;Agence Ouest;BOREL;Armelle;F;19/03/1992;Ivoirienne;Carte de séjour pluriannuelle;11/11/2017;;CDI;Employé;Juridique;Gestionnaire des moyens de paiement;Temps plein;2546,66;C;;;;
M050778;Centre de services clients;BORNE;Aurélia;F;22/08/1964;Comorienne;Carte de séjour pluriannuelle;22/06/1990;;CDI;Employé;Contrôle interne;Chargé(e) de recouvrement amiable;Temps plein;3294,64;D;;;;
M050779;Siège;BOSCHER;Kévin;H;25/01/1981;Malienne;Carte de résident;05/01/2008;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5762,42;H;;;;
M050780;Agence Nord;BOSSE;Laurent;H;28/06/1998;Turque;Carte de séjour pluriannuelle;16/08/2024;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;4962,38;I;;;;
M050781;Agence Sud;BOTTE;Lionel;H;03/11/1970;Polonaise;;27/03/1999;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4506,83;F;;;;
M050782;Agence Est;BOUCARD;Loïc;H;06/04/1987;Camerounaise;Carte de résident;10/10/2017;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3636,83;F;;;;
M050783;Agence Ouest;BOUCHE;Louis;H;09/09/2004;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2024;;CDI;Employé;Crédit;Conseiller(ère) clientèle particuliers;Temps plein;2720,34;A;;;;
M050784;Centre de services clients;BOUDIN;Luc;H;12/02/1976;Haïtienne;Carte de séjour pluriannuelle;04/12/2008;;CDI;Employé;Conformité;Conseiller(ère) clientèle professionnels;Temps plein;3198,06;B;;;;
M050785;Siège;BOUE;Lucas;H;15/07/1993;Française;;15/07/2024;;CDI;Employé;Ressources humaines;Gestionnaire back-office;70 %;2806,34;C;;;;
M050786;Agence Nord;BOUFFARD;Catherine;F;18/12/1965;Française;;26/02/1986;;CDI;Employé;Systèmes d’information;Gestionnaire des moyens de paiement;Temps plein;3263,08;D;;;;
M050787;Agence Sud;BOUGARD;Cécile;F;21/05/1982;Française;;09/09/2004;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5605,16;H;;;;
M050788;Agence Est;BOUILLET;Céleste;F;24/10/1999;Française;;20/04/2022;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3332,13;G;;;;
M050789;Agence Ouest;BOULAND;Chloé;F;27/03/1971;Française;;03/11/1995;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;4059,18;E;;;;
M050790;Centre de services clients;BOULET;Christelle;F;02/08/1988;Française;;14/06/2013;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2422,55;B;;;;
M050791;Siège;BOUQUET;Claire;F;05/01/1960;Française;;25/01/1986;;CDI;Employé;Réseau;Chargé(e) d’accueil;Temps plein;3478,08;A;;;;
M050792;Agence Nord;BOURDIER;Clarisse;F;08/06/1977;Française;;08/08/2004;;CDI;Employé;Back-office;Conseiller(ère) clientèle particuliers;Temps plein;3051,10;B;;;;
M050793;Agence Sud;BOURGES;Coline;F;11/11/1994;Française;;19/03/2022;;CDI;Employé;Crédit;Conseiller(ère) clientèle professionnels;Temps plein;2624,11;C;;;;
M050794;Agence Est;BOURGOIN;Nicolas;H;14/04/1966;Française;;02/10/1995;;CDI;Employé;Conformité;Gestionnaire back-office;Temps plein;3501,27;D;;;;
M050795;Agence Ouest;BOURNE;Noé;H;17/09/1983;Française;;13/05/2013;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5706,97;H;;;;
M050796;Centre de services clients;BOUSQUET;Olivier;H;20/02/2000;Française;;24/12/2024;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;3739,58;G;;;;
M050797;Siège;BOUTIN;Pascal;H;23/07/1972;Française;;07/07/2004;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;3775,14;E;;;;
M050798;Agence Nord;BOUVIER;Patrice;H;26/12/1989;Française;;18/02/2022;;CDI;Employé;Contrôle interne;Opérateur(rice) de saisie;Temps plein;2459,68;D;;;;
M050799;Agence Sud;BOYE;Patrick;H;01/05/1961;Française;;01/09/1986;;CDI;Employé;Marketing;Chargé(e) de clientèle à distance;Temps plein;3480,80;A;;;;
M050800;Agence Est;BOYER;Émeline;F;04/10/1978;Française;;12/04/2000;;CDI;Employé;Finance;Chargé(e) d’accueil;Temps plein;3019,54;B;;;;
M050801;Agence Ouest;BRAULT;Émilie;F;07/03/1995;Française;;23/11/2018;;CDI;Employé;Réseau;Conseiller(ère) clientèle particuliers;Temps plein;2592,55;C;;;;
M050802;Centre de services clients;BREHIER;Emma;F;10/08/1967;Française;;06/06/1991;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;6428,42;K;;;;
M050803;Siège;BREMOND;Estelle;F;13/01/1984;Française;;17/01/2009;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5559,99;H;;;Oui;
M050804;Agence Nord;BRESSON;Fabienne;F;16/06/2001;Française;;28/08/2024;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;3468,46;G;;;;
M050805;Agence Sud;BRETON;Fanny;F;19/11/1973;Française;;11/03/2000;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;4099,63;E;;;;
M050806;Agence Est;BREUIL;Flora;F;22/04/1990;Française;;22/10/2018;;CDI;Employé;Systèmes d’information;Assistant(e) commercial(e);Temps plein;2807,55;D;;;;
M050807;Agence Ouest;BRIAND;Florence;F;25/09/1962;Française;;05/05/1991;;CDI;Employé;Juridique;Opérateur(rice) de saisie;Temps plein;3555,53;A;;;;
M050808;Centre de services clients;BRICOUT;René;H;28/02/1979;Française;;16/12/2009;;CDI;Employé;Contrôle interne;Chargé(e) de clientèle à distance;Temps plein;2762,89;B;;;;
M050809;Siège;BRIERE;Richard;H;03/07/1996;Portugaise;;27/07/2024;;CDI;Employé;Marketing;Chargé(e) d’accueil;Temps plein;2398,34;C;;;;
M050810;Agence Nord;BRIGNON;Robert;H;06/12/1968;Espagnole;;10/02/2000;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;6076,94;K;;;;
M050811;Agence Sud;BRILLAND;Rodolphe;H;09/05/1985;Italienne;;21/09/2018;05/01/2019;CDD accroissement;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;3648,32;F;;;;
M050812;Agence Est;BRIOT;Romain;H;12/10/2002;Marocaine;Carte de résident;04/04/2023;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;3277,61;F;;;;
M050813;Agence Ouest;BRISSET;Roland;H;15/03/1974;Algérienne;Carte de séjour pluriannuelle;15/11/1996;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;4262,10;E;;;;
M050814;Centre de services clients;BROCARD;Ingrid;F;18/08/1991;Tunisienne;Carte de séjour pluriannuelle;26/06/2014;;CDI;Employé;Conformité;Chargé(e) de recouvrement amiable;Temps plein;2775,99;D;;;;
M050815;Siège;BROCHET;Irène;F;21/01/1963;Roumaine;;09/01/1987;;CDI;Employé;Ressources humaines;Assistant(e) commercial(e);Temps plein;3523,97;A;;;;
M050816;Agence Nord;BRODIN;Isabelle;F;24/06/1980;Allemande;;20/08/2005;;CDI;Employé;Systèmes d’information;Opérateur(rice) de saisie;Temps plein;3096,99;B;;;;
M050817;Agence Sud;BROSSARD;Jeanne;F;27/11/1997;Belge;;03/03/2023;;CDI;Employé;Juridique;Chargé(e) de clientèle à distance;Temps plein;2670,00;C;;;;
M050818;Agence Est;BROUARD;Joëlle;F;02/04/1969;Sénégalaise;Carte de résident;14/10/1996;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;6383,24;K;;;;
M050819;Agence Ouest;BRUEL;Josiane;F;05/09/1986;Ivoirienne;Carte de séjour pluriannuelle;25/05/2014;;CDI;Agent de maîtrise;Marketing;Responsable d’unité;60 %;3511,82;F;;;;
M050820;Centre de services clients;BRUNEL;Judith;F;08/02/2003;Comorienne;Carte de séjour pluriannuelle;08/12/2024;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;2980,39;F;;;;
M050821;Siège;BRUNET;Julie;F;11/07/1975;Malienne;Carte de résident;19/07/2005;;CDI;Employé;Réseau;Gestionnaire back-office;Temps plein;2831,99;C;;;;
M050822;Agence Nord;BUFFET;Thierry;H;14/12/1992;Turque;Carte de séjour pluriannuelle;02/02/2023;;CDI;Employé;Back-office;Gestionnaire des moyens de paiement;Temps plein;2504,51;D;;;;
M050823;Agence Sud;BUGEAT;Thomas;H;17/05/1964;Polonaise;;13/09/1996;;CDI;Employé;Crédit;Chargé(e) de recouvrement amiable;Temps plein;3281,10;A;;;;
M050824;Agence Est;BUISSON;Timothée;H;20/10/1981;Camerounaise;Carte de résident;24/04/2014;;CDI;Employé;Conformité;Assistant(e) commercial(e);Temps plein;2835,04;B;;;;
M050825;Agence Ouest;BURDIN;Tristan;H;23/03/1998;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2019;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5240,83;J;;;;
M050826;Centre de services clients;BUREAU;Valentin;H;26/08/1970;Haïtienne;Carte de séjour pluriannuelle;18/06/1992;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;6706,46;K;;;;
M050827;Siège;BUSSON;Victor;H;01/01/1987;Française;;01/01/2010;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;Temps plein;4154,64;F;;;;
