Matricule;Établissement;Nom;Prénom;Sexe;Date de naissance;Nationalité;Titre de séjour;Date d'entrée;Date de sortie;Type de contrat;Statut;Service;Emploi;Temps de travail;Salaire mensuel brut;Coefficient;Absence longue en cours;Mandat;Bénéficiaire obligation emploi;Observations
M050262;Centre de services clients;CARRE;Mireille;F;14/08/1967;Française;;02/06/1997;;CDI;Employé;Back-office;Conseiller(ère) clientèle professionnels;Temps plein;3003,87;D;;;;
M050263;Siège;CARRIER;Monique;F;17/01/1984;Portugaise;;13/01/2015;;CDI;Employé;Crédit;Gestionnaire back-office;Temps plein;2576,88;A;;;;
M050264;Agence Nord;CARTIER;Muriel;F;20/06/2001;Espagnole;;24/08/2024;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;4663,46;I;;;;
M050265;Agence Sud;CASSAN;Jérôme;H;23/11/1973;Italienne;;07/03/2006;;CDI;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;4137,80;F;;;;
M050266;Agence Est;CASTAING;Joachim;H;26/04/1990;Marocaine;Carte de résident;18/10/2011;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;Temps plein;3738,05;F;;;;
M050267;Agence Ouest;CATALA;Joël;H;01/09/1962;Algérienne;Carte de séjour pluriannuelle;01/05/1986;;CDI;Ouvrier;Juridique;Agent de maintenance;Temps plein;3241,60;A;;;;
M050268;Centre de services clients;CATHALA;Jonathan;H;04/02/1979;Tunisienne;Carte de séjour pluriannuelle;12/12/2002;;CDI;Employé;Contrôle interne;Chargé(e) de clientèle à distance;Temps plein;3253,08;B;;;;
M050269;Siège;CAUDRON;Joseph;H;07/07/1996;Roumaine;;23/07/2020;;CDI;Employé;Marketing;Chargé(e) d’accueil;Temps plein;2807,02;C;;;;
M050270;Agence Nord;CAUSSE;Julien;H;10/12/1968;Allemande;;06/02/1993;;CDI;Employé;Finance;Conseiller(ère) clientèle particuliers;Temps plein;3583,61;D;;;;
M050271;Agence Sud;CAVALIER;Olivia;F;13/05/1985;Belge;;17/09/2011;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;5622,72;H;;;;
M050272;Agence Est;CAZALS;Pascale;F;16/10/2002;Sénégalaise;Carte de résident;28/04/2024;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;4527,46;I;;;;
M050273;Agence Ouest;CELESTIN;Patricia;F;19/03/1974;Ivoirienne;Carte de séjour pluriannuelle;11/11/2002;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;Temps plein;3983,85;F;;;;
M050274;Centre de services clients;CERF;Paule;F;22/08/1991;Comorienne;Carte de séjour pluriannuelle;22/06/2020;;CDI;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3156,43;F;;;;
M050275;Siège;CHABAUD;Pauline;F;25/01/1963;Malienne;Carte de résident;05/01/1993;;CDI;Employé;Ressources humaines;Assistant(e) commercial(e);70 %;3187,31;A;;;;
M050276;Agence Nord;CHABRE;Perrine;F;28/06/1980;Turque;Carte de séjour pluriannuelle;16/08/2011;;CDI;Employé;Systèmes d’information;Opérateur(rice) de saisie;Temps plein;2760,33;B;;;;
M050277;Agence Sud;CHAILLOU;Priscille;F;03/11/1997;Polonaise;;27/03/2024;;CDI;Employé;Juridique;Chargé(e) de clientèle à distance;Temps plein;2463,89;C;;;;
M050278;Agence Est;CHALAMET;Rachel;F;06/04/1969;Camerounaise;Carte de résident;10/10/2002;;CDI;Employé;Contrôle interne;Chargé(e) d’accueil;Temps plein;3081,32;D;;;;
M050279;Agence Ouest;CHALIER;Marc;H;09/09/1986;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2007;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5915,11;H;;;;
M050280;Centre de services clients;CHAMARD;Marcel;H;12/02/2003;Haïtienne;Carte de séjour pluriannuelle;04/12/2024;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5062,38;I;;;;
M050281;Siège;CHAMBAUD;Martin;H;15/07/1975;Française;;15/07/1998;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4644,12;F;;;;
M050282;Agence Nord;CHAMPION;Mathieu;H;18/12/1992;Française;;26/02/2016;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3771,70;F;;;;
M050283;Agence Sud;CHANAL;Matthias;H;21/05/1964;Française;;09/09/1989;;CDI;Employé;Crédit;Chargé(e) de recouvrement amiable;Temps plein;3771,29;A;;;;
M050284;Agence Est;CHANEL;Maxime;H;24/10/1981;Française;;20/04/2007;;CDI;Employé;Conformité;Assistant(e) commercial(e);Temps plein;2845,23;B;;;;
M050285;Agence Ouest;CHAPON;Michel;H;27/03/1998;Française;;03/11/2024;;CDI;Employé;Ressources humaines;Opérateur(rice) de saisie;Temps plein;2426,34;C;;;;
M050286;Centre de services clients;CHARDIN;Sarah;F;02/08/1970;Française;;14/06/1998;;CDI;Employé;Systèmes d’information;Chargé(e) de clientèle à distance;Temps plein;3049,76;D;;;;
M050287;Siège;CHARLES;Séverine;F;05/01/1987;Française;;25/01/2016;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5097,54;H;;;;
M050288;Agence Nord;CHARPY;Sibylle;F;08/06/2004;Française;;08/08/2024;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3360,46;G;;;;
M050289;Agence Sud;CHARTIER;Solange;F;11/11/1976;Française;;19/03/2007;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;3757,06;E;;;;
M050290;Agence Est;CHASLES;Sophie;F;14/04/1993;Française;;02/10/2024;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2267,89;B;;;;
M050291;Agence Ouest;CHATEAU;Stéphanie;F;17/09/1965;Française;;13/05/1998;;CDI;Employé;Réseau;Gestionnaire des moyens de paiement;Temps plein;3264,76;A;;;;
M050292;Centre de services clients;CHAUDET;Suzanne;F;20/02/1982;Française;;24/12/2003;;CDI;Employé;Back-office;Chargé(e) de recouvrement amiable;50 %;3177,21;B;;;;
M050293;Siège;CHAUMONT;Sylvie;F;23/07/1999;Française;;07/07/2021;19/07/2022;CDD accroissement;Employé;Crédit;Assistant(e) commercial(e);Temps plein;2750,22;C;;;;
M050294;Agence Nord;CHAUSSE;Pierre;H;26/12/1971;Française;;18/02/1994;;CDI;Employé;Conformité;Opérateur(rice) de saisie;Temps plein;3628,44;D;;;;
M050295;Agence Sud;CHAUVET;Quentin;H;01/05/1988;Française;;01/09/2012;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5379,66;H;;;;
M050296;Agence Est;CHAVANEL;Raphaël;H;04/10/1960;Française;;12/04/1986;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;4776,60;G;;;;
M050297;Agence Ouest;CHAZAL;Raymond;H;07/03/1977;Française;;23/11/2003;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;3910,01;E;;;;
M050298;Centre de services clients;CHENU;Régis;H;10/08/1994;Française;;06/06/2021;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle professionnels;Temps plein;2586,85;D;;;;
M050299;Siège;CHERON;Rémi;H;13/01/1966;Française;;17/01/1994;;CDI;Employé;Marketing;Gestionnaire back-office;Temps plein;3363,44;A;;;;
M050300;Agence Nord;CHEVALIER;Violaine;F;16/06/1983;Française;;28/08/2012;;CDI;Employé;Finance;Gestionnaire des moyens de paiement;Temps plein;2806,22;B;;;;
M050301;Agence Sud;CHEVREAU;Virginie;F;19/11/2000;Française;;11/03/2024;;CDI;Employé;Réseau;Chargé(e) de recouvrement amiable;Temps plein;2535,89;C;;;;
M050302;Agence Est;CHIRON;Zoé;F;22/04/1972;Française;;22/10/2003;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5920,80;K;;;;
M050303;Agence Ouest;CHOISY;Adélaïde;F;25/09/1989;Française;;05/05/2021;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5052,37;H;;;;
M050304;Centre de services clients;CHOLET;Agnès;F;28/02/1961;Française;;16/12/1994;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;4643,53;G;;;;
M050305;Siège;CHOPIN;Aline;F;03/07/1978;Portugaise;;27/07/1999;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;4233,14;E;;;;
M050306;Agence Nord;CHOUET;Alizée;F;06/12/1995;Espagnole;;10/02/2017;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle particuliers;Temps plein;2453,66;D;;;;
M050307;Agence Sud;CHRETIEN;Amandine;F;09/05/1967;Italienne;;21/09/1990;;CDI;Employé;Juridique;Conseiller(ère) clientèle professionnels;Temps plein;3201,64;A;;;;
M050308;Agence Est;CLAIR;Serge;H;12/10/1984;Marocaine;Carte de résident;04/04/2008;;CDI;Employé;Contrôle interne;Gestionnaire back-office;Temps plein;2890,06;B;;;;
M050309;Agence Ouest;CLAUDEL;Simon;H;15/03/2001;Algérienne;Carte de séjour pluriannuelle;15/11/2024;;CDI;Employé;Marketing;Gestionnaire des moyens de paiement;60 %;2498,34;C;;;;
M050310;Centre de services clients;CLAVIER;Stéphane;H;18/08/1973;Tunisienne;Carte de séjour pluriannuelle;26/06/1999;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;6229,63;K;;;;
M050311;Siège;CLEMENCE;Sylvain;H;21/01/1990;Roumaine;;09/01/2017;;CDI;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;3785,61;F;;;;
M050312;Agence Nord;CLERGET;Théo;H;24/06/1962;Allemande;;20/08/1990;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;4528,32;F;;;;
M050313;Agence Sud;CLOAREC;Thibaut;H;27/11/1979;Belge;;03/03/2008;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;3943,66;E;;;;
M050314;Agence Est;COCHET;Aurélia;F;02/04/1996;Sénégalaise;Carte de résident;14/10/2024;;CDI;Employé;Conformité;Chargé(e) d’accueil;Temps plein;2614,89;D;;;;
M050315;Agence Ouest;COFFIN;Aurore;F;05/09/1968;Ivoirienne;Carte de séjour pluriannuelle;25/05/1999;;CDI;Employé;Ressources humaines;Conseiller(ère) clientèle particuliers;Temps plein;3310,65;A;;;Oui;
M050316;Centre de services clients;COGNET;Bénédicte;F;08/02/1985;Comorienne;Carte de séjour pluriannuelle;08/12/2017;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle professionnels;Temps plein;2883,66;B;;;;
M050317;Siège;COLAS;Bérangère;F;11/07/2002;Malienne;Carte de résident;19/07/2024;;CDI;Employé;Juridique;Gestionnaire back-office;Temps plein;2263,89;C;;;;
M050318;Agence Nord;COLIN;Camille;F;14/12/1974;Turque;Carte de séjour pluriannuelle;02/02/1995;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;6053,88;K;;;;
M050319;Agence Sud;COLLARD;Carine;F;17/05/1991;Polonaise;;13/09/2013;;CDI;Agent de maîtrise;Marketing;Responsable d’unité;Temps plein;3647,65;F;;;;
M050320;Agence Est;COLLIN;Caroline;F;20/10/1963;Camerounaise;Carte de résident;24/04/1986;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;4353,77;F;;;;
M050321;Agence Ouest;COMBES;Cassandre;F;23/03/1980;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2004;;CDI;Employé;Réseau;Opérateur(rice) de saisie;Temps plein;2958,10;C;;;;
M050322;Centre de services clients;COMTE;Yann;H;26/08/1997;Haïtienne;Carte de séjour pluriannuelle;18/06/2022;;CDI;Employé;Back-office;Chargé(e) de clientèle à distance;Temps plein;2631,68;D;;;;
M050323;Siège;CONDAMIN;Yves;H;01/01/1969;Française;;01/01/1995;;CDI;Employé;Crédit;Chargé(e) d’accueil;Temps plein;3408,27;A;;;;
M050324;Agence Nord;CONTE;Zacharie;H;04/06/1986;Française;;12/08/2013;;CDI;Employé;Conformité;Conseiller(ère) clientèle particuliers;Temps plein;2962,21;B;;;;
M050325;Agence Sud;COPPIN;Adrien;H;07/11/2003;Française;;23/03/2024;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5077,38;J;;;;
M050326;Agence Est;CORBEAU;Alain;H;10/04/1975;Française;;06/10/2004;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;6174,18;K;;;;
M050327;Agence Ouest;CORDIER;Albert;H;13/09/1992;Française;;17/05/2022;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;Temps plein;3807,16;F;;;;
M050328;Centre de services clients;CORMIER;Alexandre;H;16/02/1964;Française;;28/12/1995;;CDI;Technicien;Contrôle interne;Chargé(e) d’études;Temps plein;4081,97;F;;;;
M050329;Siège;CORNET;Coline;F;19/07/1981;Française;;11/07/2013;;CDI;Employé;Marketing;Assistant(e) commercial(e);Temps plein;2587,10;C;;;;
M050330;Agence Nord;CORNIC;Coralie;F;22/12/1998;Française;;22/02/2024;08/10/2025;CDD accroissement;Employé;Finance;Opérateur(rice) de saisie;Temps plein;2342,89;D;;;;
M050331;Agence Sud;CORREIA;Delphine;F;25/05/1970;Française;;05/09/1991;;CDI;Employé;Réseau;Chargé(e) de clientèle à distance;Temps plein;3247,53;A;;;;
M050332;Agence Est;COSSON;Diane;F;28/10/1987;Française;;16/04/2009;;CDI;Employé;Back-office;Chargé(e) d’accueil;Temps plein;2820,55;B;;;;
M050333;Agence Ouest;COSTE;Dominique;F;03/03/2004;Française;;27/11/2024;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;4750,46;J;;;;
M050334;Centre de services clients;COTTIN;Éliane;F;06/08/1976;Française;;10/06/2000;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;6008,70;K;;;;
M050335;Siège;COUDERT;Élodie;F;09/01/1993;Française;;21/01/2018;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;3676,48;F;;;;
M050336;Agence Nord;COUET;Émeline;F;12/06/1965;Française;;04/08/1991;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;Temps plein;4394,22;F;;;;
M050337;Agence Sud;COUILLARD;Arthur;H;15/11/1982;Française;;15/03/2009;;CDI;Employé;Juridique;Chargé(e) de recouvrement amiable;Temps plein;3149,89;C;;;;
M050338;Agence Est;COULIBALY;Aurélien;H;18/04/1999;Française;;26/10/2024;;CDI;Employé;Contrôle interne;Assistant(e) commercial(e);Temps plein;2785,34;D;;;;
M050339;Agence Ouest;COURBET;Baptiste;H;21/09/1971;Française;;09/05/2000;;CDI;Employé;Marketing;Opérateur(rice) de saisie;Temps plein;3000,42;A;;;;
M050340;Centre de services clients;COURTIN;Benjamin;H;24/02/1988;Française;;20/12/2018;;CDI;Employé;Finance;Chargé(e) de clientèle à distance;Temps plein;2554,36;B;;;;
M050341;Siège;COUSIN;Benoît;H;27/07/1960;Française;;03/07/1991;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;6544,15;J;;;;
M050342;Agence Nord;COUTANT;Bernard;H;02/12/1977;Française;;14/02/2009;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;3976,93;G;;;;
M050343;Agence Sud;COUTURIER;Florence;F;05/05/1994;Française;;25/09/2024;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;90 %;3109,39;E;;;;
M050344;Agence Est;CREPEAU;Françoise;F;08/10/1966;Française;;08/04/1987;;CDI;Ouvrier;Conformité;Agent de sécurité;Temps plein;3046,46;B;;;;
M050345;Agence Ouest;CRESSON;Gabrielle;F;11/03/1983;Française;;19/11/2005;;CDI;Employé;Ressources humaines;Gestionnaire des moyens de paiement;Temps plein;3003,99;C;;;;
M050346;Centre de services clients;CREUZET;Geneviève;F;14/08/2000;Française;;02/06/2023;;CDI;Employé;Systèmes d’information;Chargé(e) de recouvrement amiable;Temps plein;2577,00;D;;;;
M050347;Siège;CROIX;Ghislaine;F;17/01/1972;Portugaise;;13/01/1996;;CDI;Employé;Juridique;Assistant(e) commercial(e);Temps plein;3324,98;A;;;;
M050348;Agence Nord;CRUZ;Gwenaëlle;F;20/06/1989;Espagnole;;24/08/2014;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;5421,81;I;;;;
M050349;Agence Sud;CUISINIER;Hélène;F;23/11/1961;Italienne;;07/03/1987;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;6831,96;J;;;;
M050350;Agence Est;CUNIN;Ingrid;F;26/04/1978;Marocaine;Carte de résident;18/10/2005;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;4307,34;G;;;;
M050351;Agence Ouest;CURIE;Clément;H;01/09/1995;Algérienne;Carte de séjour pluriannuelle;01/05/2023;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;Temps plein;3134,61;E;;;;
M050352;Centre de services clients;DABIN;Corentin;H;04/02/1967;Tunisienne;Carte de séjour pluriannuelle;12/12/1996;;CDI;Employé;Back-office;Conseiller(ère) clientèle professionnels;Temps plein;3188,10;B;;;;
M050353;Siège;DAGORN;Cyril;H;07/07/1984;Roumaine;;23/07/2014;;CDI;Employé;Crédit;Gestionnaire back-office;Temps plein;2742,04;C;;;;
M050354;Agence Nord;DALIBERT;Damien;H;10/12/2001;Allemande;;06/02/2024;;CDI;Employé;Conformité;Gestionnaire des moyens de paiement;Temps plein;2513,34;D;;;;
M050355;Agence Sud;DALLET;Daniel;H;13/05/1973;Belge;;17/09/2005;;CDI;Employé;Ressources humaines;Chargé(e) de recouvrement amiable;Temps plein;3072,57;A;;;;
M050356;Agence Est;DAMBRINE;David;H;16/10/1990;Sénégalaise;Carte de résident;28/04/2023;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;5023,07;I;;;;
M050357;Agence Ouest;DANIEL;Julie;F;19/03/1962;Ivoirienne;Carte de séjour pluriannuelle;11/11/1986;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;6746,59;J;;;;
M050358;Centre de services clients;DARBON;Justine;F;22/08/1979;Comorienne;Carte de séjour pluriannuelle;22/06/2001;;CDI;Agent de maîtrise;Contrôle interne;Adjoint(e) au directeur d’agence;Temps plein;4314,68;G;;;;
M050359;Siège;DARMON;Karine;F;25/01/1996;Malienne;Carte de résident;05/01/2019;;CDI;Technicien;Marketing;Technicien(ne) des métiers de la banque;Temps plein;3484,94;E;;;;
M050360;Agence Nord;DAUBIN;Laetitia;F;28/06/1968;Turque;Carte de séjour pluriannuelle;16/08/1992;;CDI;Employé;Finance;Conseiller(ère) clientèle particuliers;70 %;3508,42;B;;;;
M050361;Agence Sud;DAUDET;Laure;F;03/11/1985;Polonaise;;27/03/2010;;CDI;Employé;Réseau;Conseiller(ère) clientèle professionnels;Temps plein;3081,44;C;;;;
M050362;Agence Est;DAUMAS;Léa;F;06/04/2002;Camerounaise;Carte de résident;10/10/2024;;CDI;Employé;Back-office;Gestionnaire back-office;Temps plein;2278,89;D;;;;
M050363;Agence Ouest;DAUPHIN;Lucie;F;09/09/1974;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2001;;CDI;Employé;Crédit;Gestionnaire des moyens de paiement;Temps plein;2922,43;A;;;;
M050364;Centre de services clients;DAUVERGNE;Ludivine;F;12/02/1991;Haïtienne;Carte de séjour pluriannuelle;04/12/2019;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;4896,64;I;;;;
M050365;Siège;DAVAL;Ernest;H;15/07/1963;Française;;15/07/1992;;CDI;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;4639,86;F;;;;
M050366;Agence Nord;DAVID;Étienne;H;18/12/1980;Française;;26/02/2010;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;Temps plein;3752,92;F;;;;
M050367;Agence Sud;DEBARRE;Eugène;H;21/05/1997;Française;;09/09/2024;25/01/2025;CDD accroissement;Ouvrier;Juridique;Agent de maintenance;Temps plein;2306,18;A;;;;
M050368;Agence Est;DEBOSSU;Fabien;H;24/10/1969;Française;;20/04/2001;;CDI;Employé;Contrôle interne;Chargé(e) d’accueil;Temps plein;3260,25;B;;;;
M050369;Agence Ouest;DECAMPS;Fabrice;H;27/03/1986;Française;;03/11/2019;;CDI;Employé;Marketing;Conseiller(ère) clientèle particuliers;Temps plein;2814,19;C;;;;
M050370;Centre de services clients;DECHAMP;Félix;H;02/08/2003;Française;;14/06/2024;;CDI;Employé;Finance;Conseiller(ère) clientèle professionnels;Temps plein;2721,34;D;;;;
M050371;Siège;DECROIX;Marlène;F;05/01/1975;Française;;25/01/1997;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;6311,61;H;;;;
M050372;Agence Nord;DEFOSSE;Marthe;F;08/06/1992;Française;;08/08/2015;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5443,18;I;;;;
M050373;Agence Sud;DEGAS;Maryse;F;11/11/1964;Française;;19/03/1988;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;Temps plein;4465,55;F;;;;
M050374;Agence Est;DEHAN;Mathilde;F;14/04/1981;Française;;02/10/2006;;CDI;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3605,57;F;;;;
M050375;Agence Ouest;DEJEAN;Maud;F;17/09/1998;Française;;13/05/2024;;CDI;Employé;Ressources humaines;Opérateur(rice) de saisie;Temps plein;2357,89;A;;;;
M050376;Centre de services clients;DELACOUR;Mélanie;F;20/02/1970;Française;;24/12/1997;;CDI;Employé;Systèmes d’information;Chargé(e) de clientèle à distance;Temps plein;3105,87;B;;;Oui;
M050377;Siège;DELAGE;Micheline;F;23/07/1987;Française;;07/07/2015;;CDI;Employé;Juridique;Chargé(e) d’accueil;50 %;2678,88;C;;;;
M050378;Agence Nord;DELAMARE;Mireille;F;26/12/2004;Française;;18/02/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle particuliers;Temps plein;2486,89;D;;;;
M050379;Agence Sud;DELAPORTE;Gérald;H;01/05/1976;Française;;01/09/2006;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5947,80;H;;;;
M050380;Agence Est;DELAUNE;Gilles;H;04/10/1993;Française;;12/04/2024;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5042,38;I;;;;
M050381;Agence Ouest;DELAVAL;Grégoire;H;07/03/1965;Française;;23/11/1997;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4661,41;F;;;;
M050382;Centre de services clients;DELBOS;Guillaume;H;10/08/1982;Française;;06/06/2015;;CDI;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3786,57;F;;;;
M050383;Siège;DELCOURT;Gustave;H;13/01/1999;Française;;17/01/2020;;CDI;Employé;Crédit;Assistant(e) commercial(e);Temps plein;2909,02;A;;;;
M050384;Agence Nord;DELEAU;Guy;H;16/06/1971;Française;;28/08/1993;;CDI;Employé;Conformité;Opérateur(rice) de saisie;Temps plein;3205,61;B;;;;
M050385;Agence Sud;DELFOUR;Henri;H;19/11/1988;Française;;11/03/2011;;CDI;Employé;Ressources humaines;Chargé(e) de clientèle à distance;Temps plein;2759,55;C;;;;
M050386;Agence Est;DELHOMME;Odile;F;22/04/1960;Française;;22/10/1986;;CDI;Employé;Systèmes d’information;Chargé(e) d’accueil;Temps plein;3343,08;D;;;;
M050387;Agence Ouest;DELMOTTE;Olivia;F;25/09/1977;Française;;05/05/2002;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5786,43;H;;;;
M050388;Centre de services clients;DELON;Pascale;F;28/02/1994;Française;;16/12/2020;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;3483,80;G;;;;
M050389;Siège;DELPECH;Patricia;F;03/07/1966;Portugaise;;27/07/1993;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;4206,20;E;;;;
M050390;Agence Nord;DELSOL;Paule;F;06/12/1983;Espagnole;;10/02/2011;;CDI;Ouvrier;Finance;Agent d’entretien;Temps plein;2548,85;B;;;;
M050391;Agence Sud;DEMANGEON;Pauline;F;09/05/2000;Italienne;;21/09/2024;;CDI;Employé;Réseau;Chargé(e) de recouvrement amiable;Temps plein;2565,89;A;;;;
M050392;Agence Est;DEMARET;Perrine;F;12/10/1972;Marocaine;Carte de résident;04/04/2002;;CDI;Employé;Back-office;Assistant(e) commercial(e);Temps plein;3183,32;B;;;;
M050393;Agence Ouest;DEMEURE;Priscille;F;15/03/1989;Algérienne;Carte de séjour pluriannuelle;15/11/2020;;CDI;Employé;Crédit;Opérateur(rice) de saisie;Temps plein;2756,33;C;;;;
M050394;Centre de services clients;DENIS;Joël;H;18/08/1961;Tunisienne;Carte de séjour pluriannuelle;26/06/1993;;CDI;Employé;Conformité;Chargé(e) de clientèle à distance;60 %;3635,61;D;;;;
M050395;Siège;DENIZOT;Jonathan;H;21/01/1978;Roumaine;;09/01/2011;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;5412,35;H;;;;
M050396;Agence Nord;DEPARIS;Joseph;H;24/06/1995;Allemande;;20/08/2016;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;3637,90;G;;;;
M050397;Agence Sud;DEPREZ;Julien;H;27/11/1967;Belge;;03/03/1989;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;4378,19;E;;;;
M050398;Agence Est;DERAIN;Kévin;H;02/04/1984;Sénégalaise;Carte de résident;14/10/2007;;CDI;Employé;Contrôle interne;Gestionnaire back-office;Temps plein;2947,23;D;;;;
M050399;Agence Ouest;DEROY;Laurent;H;05/09/2001;Ivoirienne;Carte de séjour pluriannuelle;25/05/2024;;CDI;Employé;Marketing;Gestionnaire des moyens de paiement;Temps plein;2528,34;A;;;;
M050400;Centre de services clients;DESAGE;Salomé;F;08/02/1973;Comorienne;Carte de séjour pluriannuelle;08/12/1998;;CDI;Employé;Finance;Chargé(e) de recouvrement amiable;Temps plein;3151,76;B;;;;
M050401;Siège;DESBORDES;Sandra;F;11/07/1990;Malienne;Carte de résident;19/07/2016;;CDI;Employé;Réseau;Assistant(e) commercial(e);Temps plein;2724,77;C;;;;
M050402;Agence Nord;DESCHAMPS;Sarah;F;14/12/1962;Turque;Carte de séjour pluriannuelle;02/02/1989;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;6609,69;K;;;;
M050403;Agence Sud;DESHAYES;Séverine;F;17/05/1979;Polonaise;;13/09/2007;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5741,26;H;;;;
M050404;Agence Est;DESMET;Sibylle;F;20/10/1996;Camerounaise;Carte de résident;24/04/2024;14/04/2025;CDD accroissement;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;3548,46;G;;;;
M050405;Agence Ouest;DESNOS;Solange;F;23/03/1968;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/1998;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;4246,65;E;;;;
M050406;Centre de services clients;DESPRES;Sophie;F;26/08/1985;Haïtienne;Carte de séjour pluriannuelle;18/06/2016;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle professionnels;Temps plein;2459,77;D;;;;
M050407;Siège;DESSAINT;Stéphanie;F;01/01/2002;Française;;01/01/2024;;CDI;Employé;Juridique;Gestionnaire back-office;Temps plein;2293,89;A;;;;
M050408;Agence Nord;DEVAUX;Martin;H;04/06/1974;Française;;12/08/2007;;CDI;Employé;Contrôle interne;Gestionnaire des moyens de paiement;Temps plein;2897,23;B;;;;
